current_positions,target_positions,action_times
0.001469332472045432,0.20146933247204543,0.0102996826171875
0.0014710029079006953,0.2014710029079007,0.010245561599731445
0.0014710029079006953,0.2014710029079007,0.010131359100341797
0.001469332472045432,0.20146933247204543,0.010564804077148438
0.001469332472045432,0.20146933247204543,0.010149478912353516
0.0014657131943590287,0.20146571319435905,0.010655641555786133
0.0014710029079006953,0.2014710029079007,0.010147571563720703
0.0014673836302142916,0.2014673836302143,0.01015162467956543
0.0014710029079006953,0.2014710029079007,0.010691404342651367
0.001469332472045432,0.20146933247204543,0.010149240493774414
0.0014710029079006953,0.2014710029079007,0.010506391525268555
0.0014710029079006953,0.2014710029079007,0.010671138763427734
0.0014726733437559585,0.20147267334375596,0.010318994522094727
0.0014710029079006953,0.2014710029079007,0.010286808013916016
0.001469332472045432,0.20146933247204543,0.010149240493774414
0.001469332472045432,0.20146933247204543,0.010151147842407227
0.0014673836302142916,0.2014673836302143,0.010302066802978516
0.001469332472045432,0.20146933247204543,0.010225296020507812
0.0014657131943590287,0.20146571319435905,0.010361671447753906
0.0014657131943590287,0.20146571319435905,0.010393142700195312
